unique_id,Indicator_id,Benzene_AQI646,Formald._AQI647,PM2.5_AQI365,NO2_AQI375,O3_AQI386,SO2_AQI383,TD,Measure,geo_type_name,geo_join_id,geo_place_name,Lat.,Long.,Year,time_period,start_date,Ranking_per_NYC Mean,Ranking_per_NAAQS,Ranking_Clean #1to#7_per NAAQS,Ranking_Clean #1to#7_per NYC Mean
337832,383,0,0,0,0,0,3.72,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2014,Winter 2014-15,12/1/14,B,A+,7,5
405309,383,0,0,0,0,0,1.15,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2015,Winter 2015-16,12/1/15,A+,A+,7,7
121650,386,0,0,0,0,48.74,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2009,2-Year Summer Average 2009-2010,6/1/09,C,A,6,4
216314,386,0,0,0,0,42.76,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2009,Summer 2009,6/1/09,B,A,6,5
216315,386,0,0,0,0,57.4,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2010,Summer 2010,6/1/10,C,A,6,4
216317,386,0,0,0,0,60.32,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2012,Summer 2012,6/1/12,C,A,6,4
216318,386,0,0,0,0,53.84,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2013,Summer 2013,6/1/13,C,A,6,4
216319,386,0,0,0,0,54.8,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2014,Summer 2014,6/1/14,C,A,6,4
216316,386,0,0,0,0,55.8,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2011,Summer 2011,6/1/11,C,A,6,4
338255,386,0,0,0,0,56.26,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2015,Summer 2015,6/1/15,C,A,6,4
412077,386,0,0,0,0,61.1,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2016,Summer 2016,5/31/16,D,A,6,3
549410,386,0,0,0,0,51.14,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2017,Summer 2017,6/1/17,C,A,6,4
605313,386,0,0,0,0,54.38,0,0,Mean,CD,107,Upper West Side (CD7),40.78550,-73.97183,2018,Summer 2018,6/1/18,C,A,6,4
227574,646,2.43,0,0,0,0,0,0,Annual Average Concentration,CD,107,Upper West Side (CD7),40.78550,-73.97183,2011,2011,1/1/11,D,A,6,3
227515,647,0,2.7,0,0,0,0,0,Annual Average Concentration,CD,107,Upper West Side (CD7),40.78550,-73.97183,2011,2011,1/1/11,E,C,4,2
154566,643,0,0,0,0,0,0,51.3,per kmsq,CD,107,Upper West Side (CD7),40.78550,-73.97183,2005,2005,1/1/05,,,,
325247,643,0,0,0,0,0,0,50,per kmsq,CD,107,Upper West Side (CD7),40.78550,-73.97183,2016,2016,1/1/16,,,,
170195,365,0,0,10.79,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2008,Annual Average 2009,12/1/08,D,C,4,3
170254,365,0,0,9.98,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Annual Average 2010,12/1/09,D,C,4,3
170313,365,0,0,10.36,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Annual Average 2011,12/1/10,D,C,4,3
170372,365,0,0,9.18,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Annual Average 2012,12/1/11,C,C,4,4
170431,365,0,0,8.77,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Annual Average 2013,12/1/12,C,B,5,4
214139,365,0,0,9.2,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Annual Average 2014,12/1/13,C,C,4,4
334276,365,0,0,8.91,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Annual Average 2015,1/1/15,C,B,5,4
411061,365,0,0,7.98,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Annual Average 2016,12/31/15,C,B,5,4
547693,365,0,0,7.54,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Annual Average 2017,1/1/17,C,B,5,4
605987,365,0,0,7.3,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2018,Annual Average 2018,1/1/18,B,B,5,5
169310,365,0,0,10.96,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Summer 2009,6/1/09,D,C,4,3
169369,365,0,0,11.96,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Summer 2010,6/1/10,D,C,4,3
169428,365,0,0,11.53,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Summer 2011,6/1/11,D,C,4,3
169487,365,0,0,10.4,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Summer 2012,6/1/12,D,C,4,3
169546,365,0,0,10.31,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Summer 2013,6/1/13,D,C,4,3
213962,365,0,0,9.02,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Summer 2014,6/1/14,C,C,4,4
334277,365,0,0,9.48,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Summer 2015,6/1/15,C,C,4,4
411060,365,0,0,8.28,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,Summer 2016,5/31/16,C,B,5,4
547692,365,0,0,9.17,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Summer 2017,6/1/17,C,C,4,4
605988,365,0,0,8.47,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2018,Summer 2018,6/1/18,C,B,5,4
168425,365,0,0,13.67,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2008,Winter 2008-09,12/1/08,E,D,3,2
168484,365,0,0,10.35,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Winter 2009-10,12/1/09,D,C,4,3
168543,365,0,0,12.91,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Winter 2010-11,12/1/10,E,D,3,2
168602,365,0,0,9.62,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Winter 2011-12,12/1/11,C,C,4,4
168661,365,0,0,10.37,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Winter 2012-13,12/1/12,D,C,4,3
213785,365,0,0,12.01,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Winter 2013-14,12/1/13,D,D,3,3
334278,365,0,0,9.15,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Winter 2014-15,12/1/14,C,C,4,4
411059,365,0,0,8.84,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Winter 2015-16,12/1/15,C,B,5,4
547694,365,0,0,7.88,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,Winter 2016-17,12/1/16,C,B,5,4
605989,365,0,0,8.69,0,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Winter 2017-18,12/1/17,C,B,5,4
165770,375,0,0,0,62.42,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2008,Winter 2008-09,12/1/08,F,B,5,1
165829,375,0,0,0,55.2,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Winter 2009-10,12/1/09,E,B,5,2
165888,375,0,0,0,61.53,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Winter 2010-11,12/1/10,E,B,5,2
166006,375,0,0,0,51.85,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Winter 2012-13,12/1/12,E,B,5,2
166655,375,0,0,0,45.61,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Summer 2009,6/1/09,D,A,6,3
166714,375,0,0,0,40.66,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Summer 2010,6/1/10,C,A,6,4
166773,375,0,0,0,40.21,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Summer 2011,6/1/11,C,A,6,4
166832,375,0,0,0,36.94,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Summer 2012,6/1/12,C,A,6,4
166891,375,0,0,0,36.4,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Summer 2013,6/1/13,C,A,6,4
167540,375,0,0,0,52.17,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2008,Annual Average 2009,12/1/08,E,B,5,2
167599,375,0,0,0,48.69,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Annual Average 2010,12/1/09,D,A,6,3
167658,375,0,0,0,48.8,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Annual Average 2011,12/1/10,D,A,6,3
167717,375,0,0,0,44.09,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Annual Average 2012,12/1/11,D,A,6,3
165947,375,0,0,0,49.86,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Winter 2011-12,12/1/11,D,B,5,3
167776,375,0,0,0,42.94,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Annual Average 2013,12/1/12,D,A,6,3
213254,375,0,0,0,55.97,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Winter 2013-14,12/1/13,E,B,5,2
213431,375,0,0,0,32.2,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Summer 2014,6/1/14,C,A,6,4
213608,375,0,0,0,41.83,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Annual Average 2014,12/1/13,D,A,6,3
336814,375,0,0,0,40.03,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Annual Average 2015,1/1/15,C,A,6,4
336815,375,0,0,0,31.11,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Summer 2015,6/1/15,C,A,6,4
336816,375,0,0,0,50.25,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Winter 2014-15,12/1/14,D,B,5,3
412751,375,0,0,0,47.39,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Winter 2015-16,12/1/15,D,A,6,3
412752,375,0,0,0,30.16,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,Summer 2016,5/31/16,B,A,6,5
412753,375,0,0,0,38.99,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Annual Average 2016,12/31/15,C,A,6,4
550084,375,0,0,0,29.48,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Summer 2017,6/1/17,B,A,6,5
550085,375,0,0,0,38.62,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Annual Average 2017,1/1/17,C,A,6,4
550086,375,0,0,0,49.73,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,Winter 2016-17,12/1/16,D,A,6,3
603026,375,0,0,0,37.41,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2018,Annual Average 2018,1/1/18,C,A,6,4
603027,375,0,0,0,27.41,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2018,Summer 2018,6/1/18,B,A,6,5
603028,375,0,0,0,49.88,0,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Winter 2017-18,12/1/17,D,B,5,3
164885,383,0,0,0,0,0,12.55,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2008,Winter 2008-09,12/1/08,F,A+,7,1
164944,383,0,0,0,0,0,8.46,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Winter 2009-10,12/1/09,D,A+,7,3
165062,383,0,0,0,0,0,5.14,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Winter 2011-12,12/1/11,B,A+,7,5
165121,383,0,0,0,0,0,2.93,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Winter 2012-13,12/1/12,A,A+,7,6
165003,383,0,0,0,0,0,10.53,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Winter 2010-11,12/1/10,F,A+,7,1
213077,383,0,0,0,0,0,3.41,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Winter 2013-14,12/1/13,A,A+,7,6
337857,383,0,0,0,0,0,1.36,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Winter 2014-15,12/1/14,A,A+,7,6
405334,383,0,0,0,0,0,0.55,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Winter 2015-16,12/1/15,A+,A+,7,7
121675,386,0,0,0,0,52.24,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,2-Year Summer Average 2009-2010,6/1/09,C,A,6,4
216464,386,0,0,0,0,47.3,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2009,Summer 2009,6/1/09,C,A,6,4
216465,386,0,0,0,0,63.36,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2010,Summer 2010,6/1/10,D,A,6,3
216467,386,0,0,0,0,62.96,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2012,Summer 2012,6/1/12,D,A,6,3
216468,386,0,0,0,0,58.04,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2013,Summer 2013,6/1/13,C,A,6,4
216469,386,0,0,0,0,59.66,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2014,Summer 2014,6/1/14,C,A,6,4
216466,386,0,0,0,0,61.4,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,Summer 2011,6/1/11,D,A,6,3
338280,386,0,0,0,0,61.34,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2015,Summer 2015,6/1/15,D,A,6,3
412102,386,0,0,0,0,65.08,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,Summer 2016,5/31/16,D,A,6,3
549435,386,0,0,0,0,57.76,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2017,Summer 2017,6/1/17,C,A,6,4
605338,386,0,0,0,0,59.4,0,0,Mean,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2018,Summer 2018,6/1/18,C,A,6,4
227599,646,1.38,0,0,0,0,0,0,Annual Average Concentration,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,2011,1/1/11,B,A,6,5
227540,647,0,2,0,0,0,0,0,Annual Average Concentration,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2011,2011,1/1/11,C,B,5,4
154591,643,0,0,0,0,0,0,26.4,per kmsq,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2005,2005,1/1/05,,,,
325272,643,0,0,0,0,0,0,26.4,per kmsq,CD,308,Crown Heights and Prospect Heights (CD8),40.67333,-73.96833,2016,2016,1/1/16,,,,
165747,375,0,0,0,66.18,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2008,Winter 2008-09,12/1/08,F,B,5,1
165806,375,0,0,0,54.44,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Winter 2009-10,12/1/09,E,B,5,2
165865,375,0,0,0,61.83,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Winter 2010-11,12/1/10,F,B,5,1
166750,375,0,0,0,44.52,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Summer 2011,6/1/11,D,A,6,3
165983,375,0,0,0,56.19,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Winter 2012-13,12/1/12,E,B,5,2
166632,375,0,0,0,52.66,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Summer 2009,6/1/09,E,B,5,2
166691,375,0,0,0,47.73,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Summer 2010,6/1/10,D,A,6,3
167694,375,0,0,0,48.02,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Annual Average 2012,12/1/11,D,A,6,3
166809,375,0,0,0,40.44,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Summer 2012,6/1/12,C,A,6,4
166868,375,0,0,0,40.23,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Summer 2013,6/1/13,C,A,6,4
167517,375,0,0,0,58.2,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2008,Annual Average 2009,12/1/08,E,B,5,2
167576,375,0,0,0,51.96,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Annual Average 2010,12/1/09,E,B,5,2
167635,375,0,0,0,52.73,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Annual Average 2011,12/1/10,E,B,5,2
165924,375,0,0,0,52.62,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Winter 2011-12,12/1/11,E,B,5,2
167753,375,0,0,0,47.41,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Annual Average 2013,12/1/12,D,A,6,3
213231,375,0,0,0,55.44,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Winter 2013-14,12/1/13,E,B,5,2
213408,375,0,0,0,36.25,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2014,Summer 2014,6/1/14,C,A,6,4
213585,375,0,0,0,44.27,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Annual Average 2014,12/1/13,D,A,6,3
336745,375,0,0,0,43.15,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Annual Average 2015,1/1/15,D,A,6,3
336746,375,0,0,0,35.49,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Summer 2015,6/1/15,C,A,6,4
336747,375,0,0,0,49.76,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2014,Winter 2014-15,12/1/14,D,A,6,3
412682,375,0,0,0,47.92,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Winter 2015-16,12/1/15,D,A,6,3
412683,375,0,0,0,33.82,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2016,Summer 2016,5/31/16,C,A,6,4
412684,375,0,0,0,41.36,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Annual Average 2016,12/31/15,D,A,6,3
550015,375,0,0,0,35.27,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2017,Summer 2017,6/1/17,C,A,6,4
550016,375,0,0,0,42.19,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2017,Annual Average 2017,1/1/17,D,A,6,3
550017,375,0,0,0,53.07,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2016,Winter 2016-17,12/1/16,E,B,5,2
602957,375,0,0,0,40.44,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2018,Annual Average 2018,1/1/18,C,A,6,4
602958,375,0,0,0,31.51,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2018,Summer 2018,6/1/18,C,A,6,4
602959,375,0,0,0,51.34,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2017,Winter 2017-18,12/1/17,D,B,5,3
164862,383,0,0,0,0,0,24.24,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2008,Winter 2008-09,12/1/08,F,A+,7,1
164921,383,0,0,0,0,0,16.4,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Winter 2009-10,12/1/09,F,A+,7,1
164980,383,0,0,0,0,0,20.67,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Winter 2010-11,12/1/10,F,A+,7,1
165039,383,0,0,0,0,0,13.31,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Winter 2011-12,12/1/11,F,A+,7,1
165098,383,0,0,0,0,0,9.22,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Winter 2012-13,12/1/12,E,A+,7,2
213054,383,0,0,0,0,0,7.55,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Winter 2013-14,12/1/13,D,A+,7,3
337834,383,0,0,0,0,0,3.12,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2014,Winter 2014-15,12/1/14,A,A+,7,6
405311,383,0,0,0,0,0,1.02,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Winter 2015-16,12/1/15,A+,A+,7,7
121652,386,0,0,0,0,51.2,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,2-Year Summer Average 2009-2010,6/1/09,C,A,6,4
216326,386,0,0,0,0,42.6,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Summer 2009,6/1/09,B,A,6,5
216327,386,0,0,0,0,59.18,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Summer 2010,6/1/10,C,A,6,4
216329,386,0,0,0,0,63.26,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Summer 2012,6/1/12,D,A,6,3
216330,386,0,0,0,0,56.58,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Summer 2013,6/1/13,C,A,6,4
216331,386,0,0,0,0,57.08,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2014,Summer 2014,6/1/14,C,A,6,4
216328,386,0,0,0,0,58.34,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Summer 2011,6/1/11,C,A,6,4
338257,386,0,0,0,0,57.54,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Summer 2015,6/1/15,C,A,6,4
412079,386,0,0,0,0,62.58,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2016,Summer 2016,5/31/16,D,A,6,3
549412,386,0,0,0,0,52.7,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2017,Summer 2017,6/1/17,C,A,6,4
605315,386,0,0,0,0,56.58,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2018,Summer 2018,6/1/18,C,A,6,4
227576,646,2.01,0,0,0,0,0,0,Annual Average Concentration,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,2011,1/1/11,C,A,6,4
227517,647,0,2.5,0,0,0,0,0,Annual Average Concentration,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,2011,1/1/11,D,C,4,3
154568,643,0,0,0,0,0,0,45.6,per kmsq,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2005,2005,1/1/05,,,,
325249,643,0,0,0,0,0,0,46.5,per kmsq,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2016,2016,1/1/16,,,,
170172,365,0,0,11.69,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2008,Annual Average 2009,12/1/08,D,C,4,3
170231,365,0,0,10.69,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2009,Annual Average 2010,12/1/09,D,C,4,3
170290,365,0,0,11.19,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2010,Annual Average 2011,12/1/10,D,C,4,3
170349,365,0,0,10.05,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2011,Annual Average 2012,12/1/11,D,C,4,3
170408,365,0,0,9.75,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2012,Annual Average 2013,12/1/12,C,C,4,4
214116,365,0,0,9.77,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2013,Annual Average 2014,12/1/13,C,C,4,4
334207,365,0,0,9.44,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Annual Average 2015,1/1/15,C,C,4,4
410992,365,0,0,8.01,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2015,Annual Average 2016,12/31/15,C,B,5,4
547624,365,0,0,7.97,0,0,0,0,Mean,CD,109,Morningside Heights and Hamilton Heights (CD9),40.80896,-73.96243,2017,Annual Average 2017,1/1/17,C,B,5,4
